past_periods,percent_changed_from_0,percent_changed_from_1,covar,dataset,rolling
2,2.7126099706744866,2.6392961876832843,avg_members_per_problem,important_topk,rolling5
3,4.325513196480939,4.252199413489736,avg_members_per_problem,important_topk,rolling5
4,5.547409579667644,5.474095796676441,avg_members_per_problem,important_topk,rolling5
5,6.47605083088954,6.402737047898338,avg_members_per_problem,important_topk,rolling5
2,2.7370478983382207,2.7370478983382207,pct_members_multiple,important_topk,rolling5
3,4.545454545454546,4.545454545454546,pct_members_multiple,important_topk,rolling5
4,5.840664711632453,5.840664711632453,pct_members_multiple,important_topk,rolling5
5,7.1358748778103624,7.1358748778103624,pct_members_multiple,important_topk,rolling5
2,2.283511269276394,2.7875586854460095,proj_hhi_pull_request_review_comment,important_topk,rolling5
3,3.4390750074117995,4.227405247813411,proj_hhi_pull_request_review_comment,important_topk,rolling5
4,4.327208061647895,5.308964316797215,proj_hhi_pull_request_review_comment,important_topk,rolling5
5,5.004441812259402,6.071118820468343,proj_hhi_pull_request_review_comment,important_topk,rolling5
2,2.0777316059643116,2.0772238514173997,proj_hhi_discussion_comment,important_topk,rolling5
3,3.617697384502567,3.6168132942326494,proj_hhi_discussion_comment,important_topk,rolling5
4,4.864336348081154,4.863147605083089,proj_hhi_discussion_comment,important_topk,rolling5
5,5.499877780493767,5.4985337243401755,proj_hhi_discussion_comment,important_topk,rolling5
2,3.3383534136546182,3.384306843820507,proj_prob_hhi_issue_comment,important_topk,rolling5
3,5.244667503136763,5.31062124248497,proj_prob_hhi_issue_comment,important_topk,rolling5
4,6.649937264742785,6.736789381417481,proj_prob_hhi_issue_comment,important_topk,rolling5
5,7.377666248431619,7.484355444305383,proj_prob_hhi_issue_comment,important_topk,rolling5
2,2.752519046448759,2.728613569321534,proj_prob_hhi_pull_request_comment,important_topk,rolling5
3,4.864864864864865,4.84267453294002,proj_prob_hhi_pull_request_comment,important_topk,rolling5
4,6.068796068796069,6.047197640117994,proj_prob_hhi_pull_request_comment,important_topk,rolling5
5,7.100737100737101,7.079646017699115,proj_prob_hhi_pull_request_comment,important_topk,rolling5
2,2.6881720430107525,2.7244819646968534,proj_prob_hhi_pull_request_review,important_topk,rolling5
3,4.414587332053743,4.4844768110387125,proj_prob_hhi_pull_request_review,important_topk,rolling5
4,5.489443378119002,5.557684936757378,proj_prob_hhi_pull_request_review,important_topk,rolling5
5,6.257197696737044,6.324262169413568,proj_prob_hhi_pull_request_review,important_topk,rolling5
2,3.131462333825702,3.269513991163476,proj_prob_hhi_pull_request_review_comment,important_topk,rolling5
3,4.596346493812611,4.8107949545321205,proj_prob_hhi_pull_request_review_comment,important_topk,rolling5
4,5.910026462805058,6.1988304093567255,proj_prob_hhi_pull_request_review_comment,important_topk,rolling5
5,6.952185391610442,7.178290049606069,proj_prob_hhi_pull_request_review_comment,important_topk,rolling5
2,3.0056036678553237,2.762854950115119,share_issue_only,important_topk,rolling5
3,4.3390002537427055,3.938618925831202,share_issue_only,important_topk,rolling5
4,5.324543610547668,4.9104859335038364,share_issue_only,important_topk,rolling5
5,6.0506329113924044,5.574021989261058,share_issue_only,important_topk,rolling5
2,3.8742138364779874,2.221661196667508,share_pr_only,important_topk,rolling5
3,5.478763508419201,3.856818754726494,share_pr_only,important_topk,rolling5
4,6.696764484574869,5.0352467270896275,share_pr_only,important_topk,rolling5
5,7.719298245614035,6.062893081761006,share_pr_only,important_topk,rolling5
2,3.23947171692001,3.2161555721765147,share_issue_and_pr,important_topk,rolling5
3,4.8816936488169365,4.835493519441675,share_issue_and_pr,important_topk,rolling5
4,5.974607916355489,5.908750934928945,share_issue_and_pr,important_topk,rolling5
5,6.995270102066218,6.950672645739911,share_issue_and_pr,important_topk,rolling5
2,2.8836754643206253,2.248289345063539,avg_unique_types,important_topk,rolling5
3,4.27663734115347,3.6412512218963835,avg_unique_types,important_topk,rolling5
4,5.718475073313782,5.083088954056696,avg_unique_types,important_topk,rolling5
5,6.500488758553274,5.865102639296188,avg_unique_types,important_topk,rolling5
2,2.859237536656891,2.859237536656891,text_sim_ratio,important_topk,rolling5
3,4.667644183773216,4.667644183773216,text_sim_ratio,important_topk,rolling5
4,6.011730205278592,6.011730205278592,text_sim_ratio,important_topk,rolling5
5,7.01368523949169,7.01368523949169,text_sim_ratio,important_topk,rolling5
2,3.0547409579667644,3.0547409579667644,cos_sim_same_actor,important_topk,rolling5
3,4.887585532746823,4.887585532746823,cos_sim_same_actor,important_topk,rolling5
4,6.011730205278592,6.011730205278592,cos_sim_same_actor,important_topk,rolling5
5,7.1358748778103624,7.1358748778103624,cos_sim_same_actor,important_topk,rolling5
2,3.250244379276637,3.250244379276637,cos_sim_diff_actor,important_topk,rolling5
3,4.7165200391006845,4.7165200391006845,cos_sim_diff_actor,important_topk,rolling5
4,5.791788856304985,5.791788856304985,cos_sim_diff_actor,important_topk,rolling5
5,6.867057673509286,6.867057673509286,cos_sim_diff_actor,important_topk,rolling5
2,1.880456682337139,1.0409670920080591,pct_merged_with_approved,important_topk,rolling5
3,2.552048354600403,1.7125587642713231,pct_merged_with_approved,important_topk,rolling5
4,2.921423774345198,2.0819341840161183,pct_merged_with_approved,important_topk,rolling5
5,3.15648085963734,2.316991269308261,pct_merged_with_approved,important_topk,rolling5
2,1.7797179314976492,0.8394895903290799,pct_merged_with_review,important_topk,rolling5
3,2.4848891873740766,1.544660846205507,pct_merged_with_review,important_topk,rolling5
4,3.15648085963734,2.216252518468771,pct_merged_with_review,important_topk,rolling5
5,3.593015446608462,2.6527871054398924,pct_merged_with_review,important_topk,rolling5
2,2.574791564492398,2.5760549558390577,avg_all_disc_count,important_topk,rolling5
3,4.26679744973026,4.243316163845965,avg_all_disc_count,important_topk,rolling5
4,5.419323197645904,5.396124601422614,avg_all_disc_count,important_topk,rolling5
5,6.3756743501716535,6.377238165317635,avg_all_disc_count,important_topk,rolling5
2,2.2400779157535915,2.2400779157535915,response_rate,important_topk,rolling5
3,3.6523009495982466,3.6523009495982466,response_rate,important_topk,rolling5
4,4.6749452154857565,4.6749452154857565,response_rate,important_topk,rolling5
5,5.405405405405405,5.405405405405405,response_rate,important_topk,rolling5
2,2.582846003898635,2.582846003898635,mean_days_to_respond,important_topk,rolling5
3,4.1423001949317735,4.1423001949317735,mean_days_to_respond,important_topk,rolling5
4,5.409356725146199,5.409356725146199,mean_days_to_respond,important_topk,rolling5
5,6.749512670565302,6.749512670565302,mean_days_to_respond,important_topk,rolling5
2,2.313123934745556,2.313123934745556,pos_sentiment_avg,important_topk,rolling5
3,4.0418797175553935,4.0418797175553935,pos_sentiment_avg,important_topk,rolling5
4,5.33235938641344,5.33235938641344,pos_sentiment_avg,important_topk,rolling5
5,6.525444363282201,6.525444363282201,pos_sentiment_avg,important_topk,rolling5
2,2.5079133187241296,2.5079133187241296,neg_sentiment_avg,important_topk,rolling5
3,4.114925736547359,4.114925736547359,neg_sentiment_avg,important_topk,rolling5
4,5.502800097394692,5.502800097394692,neg_sentiment_avg,important_topk,rolling5
5,6.695885074263453,6.695885074263453,neg_sentiment_avg,important_topk,rolling5
2,2.3618212807401995,2.3618212807401995,ov_sentiment_avg,important_topk,rolling5
3,4.358412466520575,4.358412466520575,ov_sentiment_avg,important_topk,rolling5
4,5.746286827367909,5.746286827367909,ov_sentiment_avg,important_topk,rolling5
5,6.549793036279524,6.549793036279524,ov_sentiment_avg,important_topk,rolling5
2,2.9216793518291184,2.7757307786784575,avg_all_disc_exclude_opener_count,important_topk,rolling5
3,4.468450773385711,4.346758349705305,avg_all_disc_exclude_opener_count,important_topk,rolling5
4,5.548735575742696,5.402750491159136,avg_all_disc_exclude_opener_count,important_topk,rolling5
5,6.43260495948932,6.286836935166994,avg_all_disc_exclude_opener_count,important_topk,rolling5
2,2.4253255042124073,0,pull_request_merged_rate_weighted,important_topk,rolling5
3,3.8694992412746583,0,pull_request_merged_rate_weighted,important_topk,rolling5
4,5.296343001261034,0,pull_request_merged_rate_weighted,important_topk,rolling5
5,6.243705941591138,0,pull_request_merged_rate_weighted,important_topk,rolling5
2,1.8137425880711544,1.0280042538107055,pull_request_review_rate_weighted,important_topk,rolling5
3,2.8076256499133447,1.7711654268508676,pull_request_review_rate_weighted,important_topk,rolling5
4,3.5961272475795294,2.4113475177304964,pull_request_review_rate_weighted,important_topk,rolling5
5,4.041450777202073,2.835873803615739,pull_request_review_rate_weighted,important_topk,rolling5
2,2.196950116309124,0,any_activity_rate_weighted,important_topk,rolling5
3,3.432377049180328,0,any_activity_rate_weighted,important_topk,rolling5
4,4.061302681992337,0.3442796610169491,any_activity_rate_weighted,important_topk,rolling5
5,4.487506374298826,0.7146638433033351,any_activity_rate_weighted,important_topk,rolling5
2,4.139274409544679,4.139274409544679,clustering_coefficient,important_topk,rolling5
3,6.4767470172875585,6.4767470172875585,clustering_coefficient,important_topk,rolling5
4,7.767226686145605,7.767226686145605,clustering_coefficient,important_topk,rolling5
5,9.033357682006331,9.033357682006331,clustering_coefficient,important_topk,rolling5
2,1.460920379839299,1.460920379839299,mean_has_reviewer,important_topk,rolling5
3,2.264426588750913,2.264426588750913,mean_has_reviewer,important_topk,rolling5
4,2.9705381056732407,2.9705381056732407,mean_has_reviewer,important_topk,rolling5
5,3.506208911614317,3.506208911614317,mean_has_reviewer,important_topk,rolling5
2,1.92354516678841,1.8991964937910883,mean_has_tag,important_topk,rolling5
3,2.946189432675919,2.921840759678598,mean_has_tag,important_topk,rolling5
4,3.968833698563428,3.9444850255661064,mean_has_tag,important_topk,rolling5
5,4.796688580472364,4.772339907475043,mean_has_tag,important_topk,rolling5
2,1.5826637448259069,1.5826637448259069,mean_has_assignee,important_topk,rolling5
3,2.7027027027027026,2.7027027027027026,mean_has_assignee,important_topk,rolling5
4,3.433162892622352,3.433162892622352,mean_has_assignee,important_topk,rolling5
5,3.871439006574142,3.871439006574142,mean_has_assignee,important_topk,rolling5
2,0,0,has_codeowners,important_topk,rolling5
3,0,0,has_codeowners,important_topk,rolling5
4,0,0,has_codeowners,important_topk,rolling5
5,0,0,has_codeowners,important_topk,rolling5
2,0,0,has_issue_template,important_topk,rolling5
3,0,0,has_issue_template,important_topk,rolling5
4,0,0,has_issue_template,important_topk,rolling5
5,0,0,has_issue_template,important_topk,rolling5
2,0,0,has_pr_template,important_topk,rolling5
3,0,0,has_pr_template,important_topk,rolling5
4,0,0,has_pr_template,important_topk,rolling5
5,0,0,has_pr_template,important_topk,rolling5
2,4.396147196838726,0,has_good_first_issue,important_topk,rolling5
3,7.409236848604593,0,has_good_first_issue,important_topk,rolling5
4,9.43442825388985,0,has_good_first_issue,important_topk,rolling5
5,11.089157816744875,0,has_good_first_issue,important_topk,rolling5
2,0,0,has_contributing_guide,important_topk,rolling5
3,0,0,has_contributing_guide,important_topk,rolling5
4,0,0,has_contributing_guide,important_topk,rolling5
5,0,0,has_contributing_guide,important_topk,rolling5
2,0,0,has_code_of_conduct,important_topk,rolling5
3,0,0,has_code_of_conduct,important_topk,rolling5
4,0,0,has_code_of_conduct,important_topk,rolling5
5,0,0,has_code_of_conduct,important_topk,rolling5
2,0,0,prop_tests_passed,important_topk,rolling5
3,8.333333333333332,0,prop_tests_passed,important_topk,rolling5
4,7.6923076923076925,0,prop_tests_passed,important_topk,rolling5
5,7.6923076923076925,0,prop_tests_passed,important_topk,rolling5
